,train_loss,val_loss
0,0.00016220903283683584,0.0025554920651018618
1,0.00014992606653249822,0.00015019637742079794
2,0.00014915251872153022,0.00014963631629943847
3,0.00014864783308585176,0.00014870887261349709
4,0.00014825538055738435,0.00014820933900773524
5,0.000147852182056522,0.0001477569728391245
6,0.00014753041807562113,0.00014746636999771
7,0.00014721516442368739,0.0001474713145988062
8,0.00014699706298997625,0.00014757308959960938
9,0.00014680028576403856,0.00014676628273446114
10,0.0001467196391778998,0.0001466693575726822
11,0.00014658393567078747,0.0001466608449583873
12,0.00014648521995986813,0.00014665832766331733
13,0.0001464149852108676,0.00014635648222174495
14,0.00014642009938834236,0.00014613464239519088
15,0.00014628177333506756,0.00014660272172186523
16,0.00014623407477629371,0.0001466747168218717
17,0.00014616283674258738,0.0001462819390464574
18,0.00014613228695234284,0.00014594224179163576
19,0.00014609430898563004,0.00014664408899843693
20,0.0001460111315478571,0.00014605013243854047
21,0.00014601080368156544,0.000146073882561177
22,0.00014593999159988016,0.0001458490073448047
23,0.00014591930158203468,0.00014569014450535177
24,0.00014590710241463967,0.00014586932780221104
25,0.00014586104679037816,0.0001457748445449397
26,0.00014581371814128942,0.00014588180019054563
27,0.0001457736521610059,0.000145826624520123
28,0.0001457361315668095,0.00014586024093441664
29,0.00014522120526526123,0.00014565987314563245
30,0.00014520086742704735,0.00014528933549299837
31,0.00014518934555817395,0.00014527034019120037
32,0.00014517892578151076,0.00014526068691629915
33,0.00014516702617402188,0.00014524028082378207
34,0.0001451550546567887,0.0001452727967640385
35,0.0001451492349326145,0.00014519427523482592
36,0.00014513838471029886,0.00014521321358624845
37,0.00014513603029190562,0.00014520668564364314
38,0.0001451264041592367,0.00014519646666012704
39,0.00014511752771795728,0.00014520054918248208
40,0.00014511218668776564,0.0001451894743135199
41,0.0001451097412384115,0.00014518010085448624
42,0.00014509828541777096,0.0001452111606951803
43,0.0001450985636387486,0.00014517232885118573
44,0.0001450905742647592,0.00014517889271955937
45,0.00014508712172973902,0.00014515314402524382
46,0.00014508265319163911,0.0001452040349598974
47,0.00014507499230094253,0.00014514323780313133
48,0.0001450725576316472,0.00014513325868174433
49,0.00014506759308860638,0.000145162760745734
